final score,gamer?,game days / week,team frequency,top 5 games,games essay,CODE,Gamer Group
83,True,4,Half of the time,"Valorant,Geometry Dash,Fortnite,Rocket League,Call of Duty","Yes 100%, Any of those games on there that I put involve me playing the game with other people on a team or at least in communication with other people(thats why I put geometry dash). These games **help** strengthen my mind and my Will when it comes to these things. When I play these games by myself and I die I want to quit relatively quick because I think I suck or something but friends helps me get motivated to stay and that I actually can improve at this things. I put Geometry Dash at #1 because I play this game often and at first I used to actually think this game was impossible but due to friends motivating me and us motivating each other and talking about tactics and skills we picked up, I have managed to actually get really good at the game, this game is a huge mental game so getting over these challenges was huge for me. Overall all of these games have taught me something about how to share ideas, how to colaborate over these ideas and how to strengthen your mindset.",INT-OTH,High Frequency
83,True,4,Half of the time,"Valorant,Geometry Dash,Fortnite,Rocket League,Call of Duty","Yes 100%, Any of those games on there that I put involve me playing the game with other people on a team or at least in communication with other people(thats why I put geometry dash). These games help strengthen my mind and my Will when it comes to these things. When I play these games by myself and I die I want to quit relatively quick because I think I suck or something but friends helps me get motivated to stay and that I actually can improve at this things. I put Geometry Dash at #1 because I play this game often and at first I used to actually think this game was impossible but due to friends **motivating** me and us **motivating** each other and talking about tactics and skills we picked up, I have managed to actually get really good at the game, this game is a huge mental game so getting over these challenges was huge for me. Overall all of these games have taught me something about how to share ideas, how to colaborate over these ideas and how to strengthen your mindset.",INT-ENC,High Frequency
73,True,5,Some of the time,"Cyberpunk 2077,Baldur's Gate 3,Total War Warhammer 3,Tom Clancy's Rainbow Six Siege,Counter Strike 2","I believe so yes, when playing in a team, especially since I like playing Competitive shooters, I need to be able to communicate with my team about **specific** points and locations for us to get the upper hand or win. Granted with the people I've played with the most we have learned to communicate extremely well with one another, sometimes not making coherent sentences but still getting the point across.",COM-CLR,High Frequency
88,True,4,Always,"Rainbow Six Siege,Escape From Tarkov,The Finals,Outer Wilds,Lethal Company","I believe playing games with others can make you a better team player. Although the games I play are simply just video games, working with others online and learning how to communicate **clearly** in order to accomplish tasks in whatever game I am playing can translate to how I may communicate with others in real life in a team setting.",COM-CLR,High Frequency
88,True,4,Always,"Rainbow Six Siege,Escape From Tarkov,The Finals,Outer Wilds,Lethal Company","I believe playing games with others can make you a better **team player**. Although the games I play are simply just video games, working with others online and learning how to communicate clearly in order to accomplish tasks in whatever game I am playing can translate to how I may communicate with others in real life in a team setting.",INT-GRP,High Frequency
85,True,5,Most of the time,"EA FC 24,Lethal Company,Counter Strike 2,Elden Ring,No Mans Sky","Yes, gaming makes you a better team player. Playing games in a team requires you to communicate with your friends or strangers to **work together** to accomplish a shared goal. The more often you play team-focused games, the more you improve this skill.",CLB-COP,High Frequency
85,True,5,Most of the time,"EA FC 24,Lethal Company,Counter Strike 2,Elden Ring,No Mans Sky","Yes, gaming makes you a better team player. Playing games in a team requires you to communicate with your friends or strangers to work together to accomplish a **shared goal**. The more often you play team-focused games, the more you improve this skill.",PRO-GOL,High Frequency
85,True,5,Most of the time,"EA FC 24,Lethal Company,Counter Strike 2,Elden Ring,No Mans Sky","Yes, gaming makes you a better **team player**. Playing games in a team requires you to communicate with your friends or strangers to work together to accomplish a shared goal. The more often you play team-focused games, the more you improve this skill.",INT-GRP,High Frequency
98,True,3,Some of the time,"Starfield,Fortnite,Fallout 4,Call of Duty,Dark Souls",I think Fortnite made me a better team player because I was more focused on proper communication with the team.  This way my squad and I would never get separated and would be able to put our heads together to come up with a **game plan**.,PRO-STR,Low Frequency
98,True,3,Some of the time,"Starfield,Fortnite,Fallout 4,Call of Duty,Dark Souls",I think Fortnite made me a better **team player** because I was more focused on proper communication with the team.  This way my squad and I would never get separated and would be able to put our heads together to come up with a game plan.,INT-GRP,Low Frequency
72,True,4,Most of the time,"Warframe,Fortnite,Rainbow Six,Grand Theft Auto,The Finals","I think gaming makes me a better team player because I need to carry out **concise** and clear information to my teammates to win. Learning to collaborate and work off each others effort, I feel, would translate into other situations.",COM-EFF,High Frequency
72,True,4,Most of the time,"Warframe,Fortnite,Rainbow Six,Grand Theft Auto,The Finals","I think gaming makes me a better team player because I need to carry out concise and **clear** information to my teammates to win. Learning to collaborate and work off each others effort, I feel, would translate into other situations.",COM-CLR,High Frequency
